Basel Temperature,Basel Relative Humidity,Basel Wind Speed
0.7005287,74,32.219494
0.9405287,72,29.162222
1.3005286,76,16.055355
2.1405284,66,15.893093
2.6205285,67,45.447056
1.9405286,73,50.73957
1.6205287,72,53.73535
1.1705287,66,51.724873
1.4205287,75,63.76473
1.2605287,81,67.75751
1.2505287,83,68.97735
1.9705287,75,71.38265
2.6505284,66,70.42854
2.7805285,61,62.411995
2.7105286,59,54.93982
2.4705286,60,44.41297
1.9105287,61,31.394394
0.26052865,67,22.366402
0.30052868,67,34.966362
-0.30947134,57,33.927967
0.86052865,52,36.658184
0.21052867,67,43.846165
0.31052867,65,56.0861
1.1405287,65,42.44032
1.0905286,75,34.509335
0.20052865,78,30.018473
-0.39947134,81,28.277763
-0.95947134,86,25.212852
-1.6294713,89,21.316135
-2.0594714,89,17.731598
-2.2594714,87,10.105681
-1.7794713,88,1.08
-2.0394714,86,8.311245
-1.2994714,79,13.797913
0.40052867,70,14.759999
1.9905287,64,13.441071
6.8605285,54,2.5959969
5.2805285,59,12.324414
6.1105285,57,9.114471
6.6805286,55,16.520823
4.9805284,67,26.121714
4.7105284,69,22.565422
4.7605286,68,21.479664
4.1305285,63,28.337282
3.5605285,68,31.956968
3.4805286,68,30.96837
3.3305285,72,34.275703
4.4105287,80,24.344624
4.7505283,80,21.068459
4.9805284,85,18.03237
6.1505284,81,13.479583
6.3405285,81,5.991594
6.0305285,84,6.12
5.5805287,85,12.287555
6.4705286,80,12.387348
5.3205285,85,16.363178
4.5105286,88,18
5.3905287,86,18.440998
5.2105284,89,14.113652
5.1605287,90,11.212135
6.9505286,63,7.289445
8.320529,59,7.42159
8.690529,57,4.6938252
8.640529,58,4.1046314
8.480529,62,4.8433046
8.180529,68,6.8777895
6.8605285,78,8.78872
6.0105286,85,8.4042845
6.0005283,83,9.726665
6.1905284,82,11.525623
5.790529,78,10.829959
5.5905285,75,10.829958
5.4605284,77,8.12197
5.1705284,78,6.2145634
4.8705287,79,5.771239
3.9405286,82,7.4128532
3.6505284,83,7.491114
4.0505285,78,5.2416787
4.0105286,79,4.0249224
3.7605286,82,3.6
3.8405285,84,4.5536795
5.5605288,80,5.3999996
6.8105288,73,6.3690495
7.8305287,69,6.9899354
8.060529,72,5.315336
8.920529,69,9.021574
9.010529,66,11.212135
8.400529,66,12.387348
7.4305286,70,11.298495
6.3405285,73,11.966953
6.1305285,77,11.792404
4.540529,81,17.873556
4.2105284,81,18.35647
4.2405286,83,18.720001
4.000529,84,17.727943
3.5205286,85,17.87718
3.2605286,85,16.267857
3.1305285,85,16.42247
3.0105286,84,17.709658
2.8605285,87,18.193361
2.9005284,89,18.532135
2.2705286,93,27.691935
0.7005287,92,27.766712
0.08052866,93,29.17777
0.39052868,90,28.883131
0.9505287,85,28.001427
1.2505287,84,27.534704
1.7205287,80,28.739187
2.5605285,73,29.539747
3.2205286,70,27.362366
3.3805285,70,24.648829
3.7605286,69,25.942488
3.5905285,69,26.649727
2.3305285,75,23.40277
0.8205287,84,15.546833
-0.29947135,89,10.137692
-0.69947135,91,7.2
-0.63947135,93,5.8603754
-0.89947134,94,4.39436
-0.9194713,94,2.16
-0.31947133,88,1.08
-1.1494713,93,6.162207
-1.4194714,92,9.114471
-2.7594714,84,10.495713
-2.2894714,82,9.227524
-1.8894713,85,11.183201
-2.2694714,88,9.511088
-2.0694714,85,13.608762
-1.1794714,80,21.986542
-0.33947134,75,25.864943
0.80052865,70,26.459387
2.0205286,66,21.566973
4.4105287,51,20.037485
5.1805286,50,20.291357
5.5205283,49,14.8257065
5.4605284,51,11.119281
4.3205285,64,10.787993
2.0905285,74,14.404499
0.97052866,67,12.783802
1.0105287,71,8.707237
0.7605287,75,9.686609
0.84052867,73,10.685391
0.7705287,76,9.83268
0.53052866,78,8.707237
0.5705287,78,9.585739
0.65052867,77,9.290511
0.78052866,73,6.8777895
1.0605286,68,5.991594
1.1705287,65,6.439876
0.99052864,68,6.1305785
0.72052866,73,7.7043357
0.47052866,76,9.504273
0.72052866,75,10.495713
2.0505285,69,12.768586
3.3905284,64,12.641076
4.5005283,60,11.043261
4.9005284,62,8.217153
6.0205283,57,7.8954163
6.540529,54,7.9036193
6.5505285,54,5.991594
5.4305286,61,4.5536795
2.9305286,68,7.5685663
2.3405285,60,7.289444
2.2005286,47,6.638072
2.1905286,47,6.638072
1.8205286,50,7.653705
1.1405287,59,8.14587
1.1205287,64,9.1641035
1.3905287,60,10.233123
1.3805287,56,10.514218
1.3505287,52,9.585739
0.86052865,51,8.0899935
-0.009471342,54,6.6087217
-0.7894713,59,5.154415
-1.0194713,62,4.6938257
-0.7894713,57,3.8939953
0.14052865,54,4.6800003
1.8005286,60,3.8939953
3.3905284,52,3.096837
4.5805287,48,1.9386592
5.6605287,53,6.696387
6.6405287,51,6.0347
7.2105284,51,5.937272
7.1705284,52,5.0528407
6.1005287,66,6.12
4.7305284,78,6.28713
3.7605286,76,6.3690495
2.8105285,68,5.6233797
2.3905284,60,4.8433046
2.1505284,58,3.8773184
2.1605287,45,5.3999996
1.9505286,41,6.193674
1.8105286,45,7.4128532
1.6005287,56,7.289444
1.1505287,59,6.379216
1.2305287,53,6.0347
1.9605286,45,7.24486
2.5505285,41,9.339208
3.7605286,44,9.220499
4.4705286,63,8.089993
3.5105286,91,6.87779
7.5105286,84,9.19939
9.090529,80,14.81259
10.730529,75,24.014996
7.1105285,89,7.628263
7.7105284,86,16.485485
9.230529,79,17.654688
7.6505284,85,18.35647
6.6305285,85,19.881649
6.290529,91,14.345898
6.290529,91,11.592895
6.6405287,88,15.978486
5.6405287,89,12.429127
4.1405287,90,14.277983
3.2205286,89,12.819235
2.9005284,86,12.819235
2.2405286,88,12.218805
2.3205285,88,10.883676
2.0505285,87,12.074766
2.6005285,85,11.91812
2.7605286,84,11.269782
2.0005286,83,11.165805
1.3105286,82,9.114471
1.4105287,81,7.628263
2.2805285,83,7.9932966
4.6905284,82,7.289445
6.4105287,72,7.172949
7.5605288,68,6.849467
8.310529,66,10.308831
8.880529,65,14.345898
8.780529,63,18.25026
8.590529,63,19.829433
7.8105288,66,17.935081
6.4905286,70,14.764389
5.4505286,73,13.698934
5.3705287,63,13.684735
4.6205287,61,15.111424
4.4105287,65,14.372974
4.7805285,65,15.986593
5.5805287,67,17.566378
5.3305287,73,15.7908325
5.3805285,72,17.84816
5.8205285,69,24.75638
6.290529,68,31.122826
6.4705286,73,35.72898
7.0905285,77,30.472675
7.7705283,77,26.486313
7.2605286,79,24.023088
8.080529,75,23.18579
9.470529,69,28.551426
10.410529,63,32.489876
10.690529,61,33.11413
10.900529,58,30.758411
11.290529,56,30.035742
11.430529,54,27.504095
11.540529,53,24.975283
10.930529,55,21.53089
9.810529,61,14.693999
8.870529,70,12.475961
8.780529,72,12.819235
8.830529,73,11.983188
8.420529,75,12.72283
8.450529,75,14.689588
8.890529,73,18.79255
8.740529,70,24.192429
9.0505295,67,27.026386
8.980529,66,24.195107
9.030529,66,25.305208
9.150529,67,28.766228
8.680529,68,26.87491
8.170529,70,30.886656
7.8605285,72,33.061253
9.130529,67,33.84766
10.860529,62,32.587456
11.760529,59,39.71112
10.390529,63,50.05942
12.410529,54,41.04789
12.520529,53,51.348927
10.970529,59,55.493736
9.810529,69,47.35061
8.170529,72,48.074493
6.0305285,75,49.07897
5.4405284,74,44.41297
4.9105287,75,43.06178
4.6705284,77,41.3248
4.2305284,79,36.792282
4.1105285,80,33.82659
3.9505286,82,39.97459
3.3705285,81,38.519997
2.9805286,82,35.309376
2.7205286,82,32.561596
2.6105285,82,32.91983
2.5105286,82,33.97187
2.3005285,82,33.97187
1.7605287,84,28.30983
1.2705287,87,27
2.1405284,82,27.086262
3.3005285,76,26.437336
4.1405287,73,27.77838
3.6605287,78,24.503809
5.6805286,67,21.9718
6.0705285,65,21.791153
6.0105286,65,20.721119
5.8705287,65,19.48661
5.8005285,67,19.296133
4.5505285,78,14.417988
4.1305285,83,13.493999
4.0805287,82,14.707222
3.9505286,81,14.494192
3.6105285,82,13.039754
3.3805285,84,11.609651
2.7705286,87,12.261158
1.7005286,91,10.823973
1.8305286,90,9.3876505
1.2605287,92,8.350138
0.85052866,96,6.638072
0.79052866,95,6.0347
0.8905287,96,2.3051248
0.90052867,95,1.835647
0.8305287,95,2.4149535
1.7805287,91,0.35999998
3.1205285,87,5.2416787
4.5805287,77,12.605142
5.8705287,63,14.145756
6.0805287,67,3.219938
7.1805286,57,4.8433046
7.6005287,53,6.696387
7.6005287,50,7.7879906
7.1205287,52,6.439876
6.4405284,54,5.4477882
5.6905284,59,3.319036
5.1605287,61,6.151683
4.3105288,63,8.225035
3.1605287,68,8.557102
1.7405287,76,10.829958
1.0705286,68,12.181625
0.5205287,66,12.661564
0.30052868,68,10.931203
0.26052865,70,9.793058
0.16052866,72,8.654986
0.09052865,74,7.289444
-0.25947133,79,7.24486
-0.34947133,81,7.4128532
-0.10947134,81,6.989936
1.5205287,75,7.4128532
3.5005286,70,8.12197
5.3105288,61,8.669949
7.1805286,50,9.007196
8.890529,48,12.620554
10.150529,46,11.542478
10.690529,45,10.464798
10.770529,47,9.0645685
10.230529,50,6.28713
9.770529,51,7.729527
7.3105288,74,8.049845
5.7805285,79,7.5170207
4.6705284,77,6.6185193
3.4505286,78,7.8954163
2.0805285,83,8.217153
1.0905286,87,8.891343
0.87052864,86,8.287822
1.0405287,83,8.049845
1.4005287,77,7.289445
2.0405285,69,6.989936
2.4405286,65,7.10031
2.8105285,62,7.24486
3.0405285,58,6.6185193
3.2605286,54,7.0911775
4.000529,49,6.28713
4.7105284,56,5.6920996
6.5005283,61,3.7585104
8.910529,48,1.835647
11.150529,56,12.074766
12.510529,53,12.496719
13.140529,49,13.441071
12.860529,51,12.979984
12.090529,54,10.805999
10.410529,61,11.525623
7.1905284,78,11.212135
5.0305285,76,8.647496
4.3305287,73,7.5170207
3.8305285,76,5.815978
3.2905285,71,5.5887027
2.5605285,69,5.937272
2.0805285,71,6.489992
2.0305285,71,7.42159
1.9105287,77,7.289444
1.6105287,78,6.9899354
1.5005287,75,7.8625183
1.4105287,72,8.311245
0.73052865,75,7.8625183
-0.43947133,82,8.557102
0.60052866,79,7.42159
3.9105287,71,9.531505
6.6305285,61,10.464798
9.400529,54,10.805999
12.480529,48,15.815435
13.460529,47,15.629972
13.940529,46,15.629972
13.790529,46,16.394829
12.650529,51,15.745627
10.420529,61,15.111424
8.080529,68,12.768586
5.9705286,75,11.440979
5.1105285,76,10.685391
4.7205286,70,10.009036
3.6605287,70,9.220499
3.7905285,67,8.714677
4.5605288,59,8.39657
4.1305285,58,9.028754
3.4905286,59,8.854829
3.5805285,58,8.699793
3.6905286,57,8.427383
3.6705287,54,8.654986
3.6405284,53,8.654986
3.8005285,53,9.107359
4.5105286,51,8.089993
5.4105287,55,7.42159
7.8305287,58,5.6920996
10.860529,56,3.7064266
12.400529,52,2.8799999
13.830529,41,2.5455842
14.700529,39,4.3349743
15.040529,40,6.130579
15.000529,41,7.2805495
13.810529,48,8.287822
12.080529,54,8.225035
10.480529,65,7.7879906
9.710529,72,7.4128532
9.5505295,73,7.10031
8.980529,68,7.5685663
8.650529,61,7.24486
8.540529,48,6.6087217
8.010529,37,6.763786
6.9605284,32,6.489992
6.040529,33,5.815978
5.6405287,35,5.1919937
5.3605285,38,4.1046314
5.0605288,41,4.072935
5.4405284,40,4.6102495
5.8005285,42,4.5536795
6.2205286,48,5.3517847
8.350529,54,4.896529
10.650529,47,5.771239
13.610529,51,8.4042845
15.170529,48,9.422101
15.990529,48,11.159999
16.010529,50,11.885453
15.420529,49,9.72
13.660529,53,11.720751
10.600529,60,10.966713
9.480529,58,8.4963045
8.910529,47,7.5942082
8.230529,46,6.6087217
8.080529,46,6.193674
8.350529,42,5.6002855
8.470529,40,4.8965297
8.490529,38,3.4152596
8.000528,36,2.6208394
7.6005287,37,3.319036
7.0605288,42,4.8965297
6.6005287,44,6.12
5.4905286,49,7.072878
4.2205286,58,7.289444
3.8105285,65,3.7064266
5.7005286,65,3.6
8.120529,59,3.7064266
10.070529,55,1.9386592
11.390529,57,1.609969
12.210529,55,2.2768397
12.820529,53,1.4399999
13.110529,53,0
12.700529,57,2.0991426
12.190529,56,2.16
11.610529,60,3.2399998
10.840529,66,5.3517847
9.750529,70,6.379216
8.000528,69,9.0645685
5.1505284,63,10.086427
5.2205286,61,8.287822
5.1605287,66,6.989936
5.1205287,68,7.928177
4.7505283,67,7.6367526
4.1405287,64,7.8954163
4.0305285,59,8.287822
4.7205286,55,8.217153
4.5105286,58,7.8954163
4.6605287,62,8.225035
5.0505285,68,6.725354
7.1905284,64,3.4152596
9.720529,60,7.5685663
10.720529,63,19.914217
12.180529,65,15.484185
12.930529,62,13.797912
13.480529,57,12.522619
13.710529,55,11.27553
13.310529,56,9.3876505
12.580529,59,6.725354
11.320529,65,5.495161
10.240529,70,3.7064266
9.700529,72,1.9386592
9.3005295,71,3.396233
8.760529,71,3.7585104
8.060529,74,4.379589
7.4805284,78,3.6179552
7.0805287,81,3.096837
6.6505284,84,3.7064266
5.9605284,87,5.1544156
5.2305284,90,5.4833565
4.8105288,93,6.6087217
4.6805286,94,6.6087217
4.7005286,93,6.28713
5.6105285,88,4.5536795
7.8105288,77,6.0347
9.8005295,71,3.96
11.370529,65,2.5455842
12.0505295,68,2.4149535
13.110529,62,3.6
13.770529,59,3.8268526
14.090529,57,4.072935
13.930529,57,4.8965297
13.190529,58,4.2136917
12.680529,60,1.8
12.110529,62,2.5959969
11.250529,66,4.6938257
10.330529,70,4.39436
9.500529,74,4.8965297
8.920529,76,5.00128
8.440529,79,5.00128
7.6905284,82,5.6920996
6.7805285,86,6.28713
6.290529,87,5.95906
5.8405285,87,6.28713
5.2805285,87,6.28713
5.1805286,84,6.439876
5.0905285,82,6.6185193
5.4505286,80,6.151683
7.7005286,76,6.830519
10.220529,64,6.0347
12.510529,56,3.2599385
13.470529,56,2.0991426
14.840529,52,3.4152596
15.820529,48,5.634891
16.12053,45,9.107359
15.440529,48,9.9571085
14.370529,50,9.3876505
13.120529,55,9.605998
11.900529,60,10.390226
11.140529,64,8.287822
10.490529,67,4.73506
10.0505295,67,4.3349743
9.880529,64,5.95906
8.380529,69,6.9899354
8.350529,68,6.151683
8.560529,67,4.8965297
8.170529,70,4.3349743
7.8505287,73,3.4152596
7.4705286,76,4.510787
7.5505285,78,3.7064266
7.4805284,81,2.9024127
8.030529,79,1.08
8.250529,80,3.096837
10.040529,75,6.439876
11.190529,72,11.440979
11.880529,72,17.208603
12.280529,71,19.602652
12.700529,68,16.595179
12.930529,67,12.979984
12.190529,72,10.041354
11.470529,75,5.937272
10.930529,73,12.599999
8.740529,77,13.493999
7.8005285,80,11.792404
8.010529,75,14.587776
7.4205284,79,15.141414
6.7505283,83,13.004921
6.2505283,84,15.124284
5.8705287,85,12.959999
5.3505287,86,11.5199995
5.1005287,85,12.24
4.0105286,83,9.422101
3.2505286,81,8.350138
2.3505285,81,8.854829
2.0805285,71,13.527572
3.1805286,62,18.899143
5.1205287,49,20.696085
7.3205285,35,21.485697
9.190529,30,21.986542
12.410529,32,12.224107
13.470529,21,21.24305
13.3005295,21,23.828083
12.640529,24,24.216522
11.630529,25,21.67487
9.690529,26,18.998314
8.000528,28,20.431387
6.9505286,27,23.241617
5.8605285,28,22.89611
5.0305285,29,18.25026
4.1005287,29,14.578888
2.8705285,31,11.609651
1.8105286,35,8.654987
1.2105286,36,6.989936
0.8805287,36,5.8048253
0.72052866,37,4.3498964
0.6305287,37,4.5536795
0.44052866,39,6.297428
0.33052868,41,9.686609
0.84052867,40,13.246826
2.5705285,36,16.179987
4.5005283,35,14.707222
6.7705283,32,9.726665
8.660529,34,7.342588
9.690529,38,9.007196
11.080529,35,6.6087217
11.710529,37,6.9899354
10.890529,41,8.350138
9.700529,45,8.209263
8.640529,49,7.172949
8.020529,48,5.00128
7.0605288,51,2.5455842
6.3905287,53,1.484318
6.1105285,53,3.9763298
5.8905287,55,5.904439
3.7705286,59,6.3690495
2.8005285,61,5.495161
2.5505285,60,4.2136917
2.3305285,60,2.1897945
2.4905286,56,3.7064266
2.6705287,51,4.198285
2.7605286,45,4.5820518
2.7405286,43,5.154415
3.0305285,43,4.2136917
3.8505285,49,4.379589
5.2105284,51,1.5273507
6.5505285,52,3.9763298
8.130529,54,5.937272
11.780529,49,5.315336
12.700529,48,4.379589
13.170529,48,5.0911684
12.530529,50,8.373386
11.540529,51,7.9932966
11.690529,52,5.6002855
11.370529,55,4.1046314
10.500529,59,1.8
9.830529,61,1.8
8.8005295,66,3.396233
8.160529,71,5.692099
7.2305284,73,8.287822
5.7205286,79,7.9932966
5.4805284,79,8.587338
5.3605285,78,8.287822
5.4305286,76,8.78872
5.4705286,74,8.14587
4.8905287,74,8.39657
4.0505285,75,9.028754
2.8305285,81,9.449572
3.9505286,81,10.483357
7.6005287,69,11.183201
10.120529,62,7.9932976
11.940529,59,6.193674
13.570529,55,5.00128
14.530529,56,4.1046314
15.030529,57,5.0911684
15.180529,58,6.12
14.810529,62,5.1544156
13.770529,66,6.792466
12.770529,67,4.0249224
12.110529,69,1.1384199
11.3005295,71,2.6208394
10.650529,68,4.39436
9.670529,66,6.9527545
8.480529,69,9.028754
7.7405286,69,10.315115
6.7105284,72,10.00256
5.9005284,73,9.885262
5.2605286,74,9.885262
4.8005285,73,9.585739
4.5705285,69,9.290511
4.290529,67,8.78872
4.290529,67,7.491114
5.8805285,67,5.815978
8.330529,63,3.2599385
10.680529,59,3.319036
12.770529,56,4.3498964
14.8005295,54,5.04
15.500529,53,4.73506
16.000528,53,4.73506
16.23053,53,3.96
16.000528,55,3.7585104
15.320529,54,4.0249224
14.920529,53,1.5273507
14.020529,56,3.4152596
13.090529,57,5.0911684
12.280529,50,5.0911684
11.330529,45,5.0911684
10.640529,41,5.0142193
8.650529,41,7.491114
8.230529,46,7.92
8.490529,48,8.12197
7.6205287,49,7.42159
7.2705283,49,7.342588
7.2505283,55,7.6367526
6.6505284,58,7.8625183
5.8605285,54,6.8399997
7.4305286,56,3.9763298
11.5505295,58,5.4119864
15.500529,55,15.124284
16.760529,53,26.28986
16.840528,54,30.602118
16.38053,51,33.510952
15.660529,53,33.190357
15.470529,53,30.962095
14.780529,53,30.317043
13.310529,62,26.758923
12.770529,66,22.725668
11.440529,69,21.707731
10.850529,69,18.584509
11.040529,71,22.35481
10.350529,75,23.18579
10.100529,79,28.551426
9.350529,80,29.268686
8.8005295,83,24.144165
8.270529,85,20.570463
8.450529,84,20.774214
8.390529,82,21.605999
7.9305286,81,20.870687
7.4805284,76,24.967499
7.7405286,76,28.483257
7.8405285,74,30.926489
7.9405284,73,33.91269
8.940529,71,36.44722
9.140529,72,36.36
9.880529,72,31.712711
10.210529,72,29.239891
10.090529,72,28.817993
8.690529,79,23.110205
9.560529,75,19.959719
8.740529,79,19.201874
8.030529,82,18.72346
7.6405287,85,16.299694
6.9005284,85,15.03835
6.0705285,87,10.805999
6.6105285,88,6.489992
6.7305284,92,9.346143
5.6805286,85,12.964998
5.5305285,86,11.720751
5.9805284,83,11.928989
5.9805284,84,10.661107
5.9405284,84,8.854829
4.7805285,84,9
3.8405285,84,9.585739
4.9105287,82,7.928177
7.0105286,76,8.287822
9.010529,68,9.565437
10.640529,64,13.556282
11.5505295,65,18.014393
11.710529,57,16.575644
12.780529,52,17.163355
13.210529,51,21.288757
12.660529,54,22.366402
11.900529,59,27.359999
10.340529,67,24.187069
9.480529,73,21.2522
9.000529,76,19.296133
8.860529,76,19.0392
8.170529,78,15.315873
7.4005284,80,12.229406
7.4405284,79,10.97262
6.3305287,83,11.019764
6.1405287,83,9.504272
5.3305287,84,11.043261
4.6105285,82,11.090103
5.3305287,74,8.707238
5.5105286,72,7.5170207
4.9805284,74,8.217153
5.2705283,77,7.8954163
7.7105284,72,5.495161
10.820529,61,4.6938252
13.640529,44,15.683776
14.860529,43,18.775301
15.270529,46,20.991426
14.530529,50,15.226764
14.880529,49,12.015589
15.370529,46,10.137692
16.04053,41,13.627795
15.040529,43,12.641076
12.570529,53,10.390226
10.920529,57,13.237039
12.190529,40,18.079027
12.150529,41,22.493519
11.370529,47,15.9134655
10.320529,53,15.778516
9.5505295,57,12.72283
9.320529,55,12.783802
9.830529,48,18.455048
10.740529,41,28.961546
10.940529,39,28.856194
10.920529,39,25.006397
10.370529,41,15.03835
12.410529,39,14.512064
11.470529,61,38.511585
12.630529,56,36.402744
12.360529,56,41.38121
12.560529,49,43.38112
12.930529,41,47.172363
12.250529,42,50.887497
11.120529,50,45.95044
8.860529,62,46.8
7.1905284,73,37.57993
7.6205287,71,38.97322
7.040529,74,33.1845
6.540529,73,38.243114
6.3005285,70,38.332817
5.6305285,73,36.102455
5.3705287,73,31.796375
5.1205287,73,28.137632
4.9405284,76,25.729298
4.9805284,75,26.420174
4.5605288,77,25.842384
4.8405285,77,23.110205
4.7305284,77,27.504095
4.2405286,78,25.49908
3.6905286,77,21.9718
4.3905287,73,25.40743
6.2605286,65,27.609911
7.6705284,62,29.940662
8.510529,60,30.563978
9.240529,58,30.911821
11.230529,47,31.435646
11.890529,45,31.999523
12.200529,44,31.311722
12.320529,45,29.96662
12.130529,46,27.322077
11.610529,48,23.34455
10.460529,53,17.174677
8.960529,60,14.529915
7.9305286,64,13.479583
7.7505283,59,12.682018
6.9405284,55,10.308831
6.0305285,54,9.504273
5.7505283,54,10.464797
5.2505283,56,12.783802
3.3405285,65,13.363711
1.2705287,77,14.007655
0.42052865,84,15.459054
1.1105287,81,17.595861
0.36052868,82,17.595861
2.1105285,63,17.283749
6.7805285,49,20.018072
10.450529,39,20.240198
13.190529,34,17.072504
15.540529,22,14.404499
16.63053,22,14.081478
17.420528,21,14.618837
17.96053,21,13.084402
17.760529,23,13.202726
16.32053,32,14.118243
15.610529,39,12.55879
14.230529,46,10.966713
13.330529,47,11.966954
12.210529,53,20.371038
11.210529,57,13.896187
11.490529,47,14.182355
10.400529,44,11.480557
8.360529,56,16.831684
8.010529,59,14.291592
7.2405286,59,15.349684
6.2405286,63,14.264361
7.8405285,79,37.330803
5.6405287,81,22.057161
7.040529,77,20.26899
7.0005283,69,29.07989
8.240529,66,33.2781
9.900529,62,37.936897
11.030529,59,43.672913
9.700529,67,42.51812
10.460529,63,34.213257
11.350529,56,32.078403
11.470529,52,30.574575
11.080529,51,27.897097
10.740529,50,25.338476
10.220529,51,23.188583
8.770529,57,15.856354
7.5805287,65,13.18308
7.4305286,67,14.77755
7.2205286,66,15.277749
7.7605286,65,13.896187
7.8905287,66,17.555307
7.4505286,69,24.33664
7.3505287,69,23.966375
7.2405286,68,23.710857
7.1005287,70,26.250393
6.6605287,72,23.540806
6.5505285,73,20.929594
6.6905284,73,20.991426
7.4105287,73,22.89611
7.7805285,77,20.880001
7.6505284,74,21.599998
8.880529,66,24.850431
9.630529,60,26.28
11.030529,49,24.119999
11.490529,46,24.48
11.710529,44,24.482647
11.610529,43,22.782625
11.3005295,44,20.418695
10.450529,48,15.192682
8.990529,53,12.287555
7.8105288,58,11.480557
6.6305285,65,11.384198
7.0005283,62,11.119281
7.4305286,58,9.178235
8.200529,55,11.212135
8.0505295,60,13.608762
7.9205284,63,13.830749
7.3505287,67,14.168641
6.8005285,73,14.658676
6.3605285,78,12.879752
6.5505285,78,12.24
6.3205285,76,13.70839
7.6805286,66,18.532135
9.520529,54,24.269983
10.890529,47,33.137604
11.020529,53,36.445442
10.170529,63,34.171566
13.220529,58,31.433586
13.510529,59,30.173496
12.770529,64,27.595823
11.780529,66,31.956972
11.600529,70,27.210379
11.910529,70,27.553526
11.350529,73,25.537172
10.970529,75,22.73707
10.810529,76,19.721298
10.910529,77,16.676977
10.690529,77,16.454008
10.450529,79,13.441071
9.740529,83,11.165805
9.530529,83,7.653705
10.170529,81,8.225035
11.440529,79,19.164717
11.870529,74,25.537172
11.830529,73,28.174458
12.190529,71,29.69727
12.760529,70,36.575005
13.340529,69,32.90014
14.8005295,64,37.923225
13.960529,66,38.72302
13.090529,75,39.75841
14.640529,62,45.664692
14.760529,59,45.572357
13.900529,60,44.784924
12.840529,62,42.664177
11.920529,63,39.518097
10.810529,64,35.90086
9.610529,66,33.99475
8.880529,65,34.589985
8.480529,63,36.115017
7.6305285,67,31.782108
7.2805285,62,23.039999
6.6905284,59,23.177402
6.0705285,63,24.84
5.3705287,67,26.727423
4.6905284,69,26.124195
4.2305284,68,27.155552
3.8005285,69,26.476522
3.3705285,81,29.601109
2.8005285,83,32.023815
3.5305285,81,36.504074
4.4005284,75,39.24165
5.1105285,68,40.480392
4.6205287,70,36.896046
4.8005285,70,36.115017
4.5205283,70,31.311722
5.4005284,60,32.86861
5.2705283,59,31.106167
5.2705283,58,29.68636
5.2305284,59,29.28418
4.8805285,61,26.208395
3.9405286,64,17.654688
3.2505286,67,14.154915
2.6605287,71,15.4800005
2.2405286,72,17.339897
1.7305287,73,17.227419
1.3205286,75,13.004921
0.86052865,78,10.383987
0.5705287,78,10.685391
0.36052868,80,7.42159
-0.04947134,83,6.193674
-0.24947134,84,8.714677
-0.059471346,81,8.209263
-0.09947134,79,10.365251
2.2805285,68,8.707238
4.7105284,61,9.605998
7.4005284,48,11.480557
8.890529,40,13.237038
9.850529,37,14.021525
11.220529,23,18.089775
12.210529,25,17.974781
12.8005295,24,20.26899
12.940529,21,21.767351
12.450529,23,22.065973
11.150529,27,22.86496
10.510529,30,24.27265
10.700529,34,30.85307
10.970529,37,31.63087
10.680529,42,31.361351
10.950529,48,34.137413
9.390529,72,41.52659
5.7005286,82,33.973778
3.9205287,82,22.682856
3.5605285,83,23.023119
3.6005285,82,23.233253
3.4805286,80,23.34455
3.3305285,78,24.344624
4.0805287,72,27.14123
4.5605288,72,31.09575
5.0505285,72,33.280045
6.1305285,67,33.709534
7.0905285,60,34.763775
7.4105287,60,35.364388
6.8605285,61,32.48788
7.9005284,56,33.092594
8.120529,55,32.919827
8.220529,55,33.532215
8.060529,57,33.441265
7.1805286,64,32.587456
6.4905286,73,30.385365
6.0005283,77,28.82249
5.8105288,78,28.551426
5.5705285,78,28.496904
5.3405285,80,28.8
4.9205284,81,28.460497
4.4105287,82,27.722336
4.3105288,82,27.729347
4.1005287,82,28.227306
3.8505285,82,28.71437
3.7505286,81,27.766712
3.6505284,80,26.980793
3.9705286,77,27.14123
4.2205286,79,30.449274
4.4105287,79,34.895866
4.1005287,81,35.74711
5.1905284,72,35.406506
5.1805286,69,41.054203
6.8005285,71,35.9153
6.6005287,72,40.597084
6.2305284,75,41.53751
6.1505284,76,44.606598
7.2305284,73,48.359406
7.0005283,74,47.044434
7.7505283,78,41.798775
8.510529,81,43.34974
8.720529,84,41.58896
8.570529,86,37.079998
8.330529,88,29.574827
8.210529,87,31.487139
8.070529,85,33.574707
7.9105287,85,29.162226
8.090529,86,27.0024
8.480529,86,27.51116
8.750529,84,35.66908
8.700529,85,26.042212
9.030529,82,29.168886
9.280529,81,32.839024
9.870529,79,39.4163
10.650529,77,42.25977
11.400529,75,41.797222
12.410529,73,42.99702
11.850529,76,40.808823
11.930529,77,39.25321
11.740529,77,37.169018
11.810529,78,35.036713
11.860529,79,34.62369
11.830529,80,34.162083
11.530529,82,32.32992
11.530529,81,30.147717
11.610529,80,33.041645
11.150529,80,33.46645
10.670529,80,33.26252
10.270529,81,33.857227
9.820529,82,31.616526
9.460529,81,30.009838
9.040529,79,29.951483
8.5505295,78,31.104082
8.180529,78,29.598919
7.7305284,78,27.438046
7.5605288,77,25.045238
8.500529,73,26.111792
9.810529,68,27.333935
10.810529,64,28.387545
11.780529,59,28.410364
12.680529,56,27.952787
14.460529,51,25.699057
15.310529,49,25.764534
15.820529,49,24.130743
